backend,length,time
base,64,116.30558127351105
hint,64,124.57025052886456
reticle,64,0.4371269140392542
base,128,121.47045165859163
hint,128,136.29095256049186
reticle,128,2.448028846643865
base,256,132.60638538841158
hint,256,167.73410295695066
reticle,256,7.827138419263065
base,512,157.59035815950483
hint,512,240.76736868079752
reticle,512,52.70940249878913
