backend,length,time
base,0,92.99487192789093
base,1,99.99052585382015
base,2,108.72509989421815
base,3,130.78264122176915
hint,0,94.74799629673362
hint,1,99.75952893914655
hint,2,106.82935799611732
hint,3,119.66529277293012
reticle,0,0.4194907369092107
reticle,1,1.2236953084357083
reticle,2,4.944093799684197
reticle,3,10.968979838304222
